vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
Mercedes-Benz GLA 45 AMG;23.000 km;ago-17;280 kW (381 CV);-/- (Cambio);Gasolina;-/- ;ES;-/- ;€ 54.000
Mercedes-Benz C 43 AMG;13.700 km;ago-17;270 kW (367 CV);Automático;Gasolina;8,3;ES;-/- ;€ 49.500
Mercedes-Benz GLA 45 AMG;32.000 km;jun-17;280 kW (381 CV);Automático;Gasolina;8,5;ES;-/- ;€ 39.490
Mercedes-Benz C 63 AMG;25.000 km;sep-17;375 kW (510 CV);Automático;Gasolina;8,4;ES;-/- ;€ 53.350
Mercedes-Benz A 180;45.600 km;jun-17;90 kW (122 CV);Automático;Gasolina;5,4;Unknown;121;€ 23.200
Mercedes-Benz GLC 43 AMG;56.650 km;jul-17;270 kW (367 CV);Automático;Gasolina;8,3;ES;189;€ 58.900
Mercedes-Benz C 43 AMG;49.000 km;jul-17;270 kW (367 CV);Automático;Gasolina;8,1;ES;185;€ 51.500
Mercedes-Benz C 63 AMG;26.280 km;jul-17;350 kW (476 CV);Automático;Gasolina;8,4;ES;196;€ 57.900
Mercedes-Benz GLC 43 AMG;39.983 km;sep-17;270 kW (367 CV);Automático;Gasolina;8,9;ES;203;€ 68.500
Mercedes-Benz GLE 63 AMG;42.000 km;oct-17;430 kW (585 CV);Automático;Gasolina;11,8;ES;276;€ 85.000
Mercedes-Benz AMG GT;9.000 km;nov-17;410 kW (557 CV);Automático;Gasolina;11,4;ES;259;€ 139.990
Mercedes-Benz GLE 63 AMG;120.000 km;oct-17;410 kW (557 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 69.000
Mercedes-Benz GLS 400;832 km;jul-17;245 kW (333 CV);Automático;Gasolina;10,8;ES;248;€ 89.700
Mercedes-Benz AMG GT;9.900 km;nov-17;384 kW (522 CV);Automático;Gasolina;11,5;ES;-/- ;€ 124.990
Mercedes-Benz E 300;56.300 km;may-17;180 kW (245 CV);Automático;Gasolina;7 l/;Unknown;160;€ 50.700
Mercedes-Benz E 300;26.800 km;ago-17;180 kW (245 CV);Automático;Gasolina;6,4;ES;147;€ 48.900
Mercedes-Benz GLA 180;24.400 km;sep-17;90 kW (122 CV);Automático;Gasolina;5,6;Unknown;131;€ 25.900
Mercedes-Benz C 200;35.000 km;jul-17;136 kW (185 CV);Manual;Gasolina;5,3;Unknown;123;€ 34.900
Mercedes-Benz E 43 AMG;47.000 km;nov-17;295 kW (401 CV);Automático;Gasolina;8,6;Unknown;197;€ 55.000
Mercedes-Benz S 450;10.000 km;abr-17;270 kW (367 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 70.750
